11;"Infraestrutura de Pista de Pouso, Infraestrutura dos Sistemas de Auxílio e Proteção ao Vôo";7;1;13;TRUE;TRUE;"EXECUÇÃO 1ª E 2ª ETAPAS O percentual informado em 31.05.2013 incluía o montante relativo a fiscalização.";3;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";1;107;189150000.00;;;21/02/2014;100;"INFRAERO";;20;;;5;;
12;"Terminal de Passageiros 4 (Fase 1)";12;1;5;TRUE;TRUE;;3;TRUE;4;;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";3;107;83650000.00;;;31/10/2012;100;"INFRAERO";;26;;;5;;
15;"Reforma  e  Modernização  do  Terminal  de  Passageiros,  Adequação do Sistema Viário e Construção de Estacionamento";3;1;10;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";;107;98680000.00;;;31/08/2014;76;"INFRAERO";;13;;;5;;
16;"Implantação do Módulo Operacional";3;1;10;TRUE;TRUE;;3;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";2;107;2530000.00;;;29/02/2012;100;"INFRAERO";;13;;;5;;
18;"Reforma e Ampliação do Terminal de Passageiros e Adequação do Sistema Viário";6;1;9;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";;107;445070000.00;;;31/08/2014;94;"INFRAERO";;3;;;5;;
19;"Ampliação e Revitalização do Sistema de Pistas (PR-FF e PR-B)";12;1;5;TRUE;TRUE;;3;TRUE;4;;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";1;107;183530000.00;;;20/03/2012;100;"Infraero";;26;;;5;;
22;"Construção do Módulo Operacional - MOP";12;1;6;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";".";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";1;107;4910000.00;;;26/05/2011;100;"";;26;;;5;;
24;"Implantação do Módulo Operacional – MOP";2;1;3;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";1;107;4810000.00;;;01/07/2012;100;"INFRAERO";;7;;;5;;
26;"Reforma e Modernização do Terminal de Passageiros e Adequação do Sistema Viário";1;1;1;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";1;107;218570000.00;;;31/08/2014;52;"INFRAERO";;11;;;5;;
27;"Reforma e Ampliação da Pista de Pouso e do Sistema de Pátios";1;1;1;TRUE;TRUE;"Concluido 100% projetos";2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Resolução GECOPA nº 25, de 05 de novembro de 2014.";2;107;184700000.00;;;31/08/2014;52;"INFRAERO";;11;;;5;;
30;"Ampliação do Terminal de Passageiros e Ampliação do Sistema Viário";4;1;2;TRUE;TRUE;;2;TRUE;4;;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";;107;110160000.00;;;30/09/2014;36;"INFRAERO";;18;;;5;;
32;"Ampliação do Sistema de Pistas e Pátios, Infra-estrutura, Macrodrenagem e Obras Complementares";4;1;2;TRUE;TRUE;;3;TRUE;4;"Fonte - INFRAERO";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";2;107;28040000.00;;;13/06/2014;100;"INFRAERO";;18;;;5;;
33;"Restauração das Pistas de Pouso e Decolagem e de Taxi e obras complementares";4;1;2;TRUE;TRUE;;3;TRUE;4;"Fonte: INFRAERO";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";2;107;19060000.00;;;31/07/2012;100;"";;18;;;5;;
34;"Reforma do Terminal de Passageiros 1 e Obras Complementares";10;1;8;TRUE;TRUE;;2;TRUE;4;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;107;115860000.00;;;30/09/2014;55;"INFRAERO";;19;;;5;;
35;"Reforma do Terminal de Passageiros 2";10;1;8;TRUE;TRUE;;2;TRUE;4;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;107;188690000.00;;;31/05/2014;81;"INFRAERO";;19;;;5;;
36;"Recuperação e revitalização dos sistemas de pistas e pátios";10;1;8;TRUE;TRUE;;3;TRUE;4;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;107;139100000.00;;;16/03/2014;100;"INFRAERO";;19;;;5;;
37;"Reforma e Adequação do Terminal de Passageiros";11;1;4;TRUE;TRUE;;2;TRUE;4;;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";;107;79230000.00;;;30/09/2014;62;"INFRAERO";;5;;;5;;
38;"Ampliação do Pátio de Aeronaves";11;1;4;TRUE;TRUE;;3;TRUE;4;;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";1;107;17560000.00;;;30/09/2013;100;"INFRAERO";;5;;;5;;
39;"Construção de Torre de Controle";11;1;4;TRUE;TRUE;;2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;107;16140000.00;;;30/09/2014;97;"INFRAERO";;5;;;5;;
40;"Reforma e Ampliação do Terminal de Passageiros (1ª Fase) e ampliação de Desembarque";8;1;12;TRUE;TRUE;"Executado 100% em 01/12/2013 da ampliação da Área de Desembarque";2;TRUE;4;"Fonte: Infraero";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";;107;58990000.00;;;30/09/2014;3;"INFRAERO";;23;;;5;;
42;"Implantação do Módulo Operacional";8;1;12;TRUE;TRUE;;3;TRUE;4;"Fonte: INFRAERO";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12";1;107;4950000.00;;;31/01/2012;100;"";;23;;;5;;
43;"Construção de Terminal Marítimo de Passageiros, Construção de Cais/Berço, Pavimentação e Urbanização de acessos e estacionamento";5;10;;TRUE;TRUE;"Segundo o Ministério do Esporte, será construído o Terminal Marítimo do Mucuripe em Fortaleza para atender à Copa de 2014. O projeto engloba a construção de terminal marítimo de passageiros, a construção de cais/berço, a pavimentação e urbanização de acessos e o estacionamento. Este projeto foi adicionado via Termo Aditivo à Matriz de Responsabilidades em 19 de julho de 2010, celebrado entre o Ministério do Esporte, o Governo do Estado do Ceará e Prefeitura Municipal de Fortaleza.";2;TRUE;4;"Fonte: V Balanço da Copa publicado pelo Ministério do Esporte - ref. dez/13.";;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;108;224000000.00;;;08/08/2014;95;"Companhia Docas do Ceará";;6;;;4;;
44;"Restauração,adequação e modernização da área retroportuária,Adaptação dos Armazéns 3 e 4 p/o Terminal Marítimo de Passageiros,Adaptação do Armazém 0 p/Bagagens,Recuperação estrutural das pontes de acessos dos 2 cais flutuantes e Aumento do Cais das Torres";6;10;;TRUE;TRUE;"Segundo o Ministério do Esporte, será construído o Porto de Manaus para atender à Copa de 2014. O projeto engloba a adaptação dos Armazéns 3 e 4 para o terminal marítimo de passageiros, adaptação do Armazém 0 para bagagens, aumento de cais e defesas, urbanização de pátio para estacionamento e passarela coberta para pedestres. Este projeto foi adicionado via Termo Aditivo à Matriz de Responsabilidades em 19 de julho de 2010, celebrado entre o Ministério do Esporte, o Governo do Estado do Amazonas e Prefeitura Municipal de Manaus.";2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";;400;89400000.00;;;04/12/2012;0;"DNIT";;3;;;4;;
45;"Adaptação do Frigorífico e do Galpão para o Terminal Marítimo de Passageiros, Aumento do Cais e Pavimentação e Urbanização da área";7;10;;TRUE;TRUE;;2;TRUE;4;"Fonte: Matriz de Responsabilidade conforme resolução GECOPA Nº 25";"Fonte: Matriz de Responsabilidade conforme resolução GECOPA Nº 25";"Fonte: Matriz de Responsabilidade conforme resolução GECOPA Nº 25";1;108;72500000.00;;;30/04/2014;94;"CODERN";;20;;;4;;
46;"Execução das Obras no Porto do Recife de Construção da Fase 2 do Terminal Marítimo de Passageiros, Instalação de Estacionamento e Pavimentação e Urbanização do Entorno do Terminal";9;10;;TRUE;TRUE;;3;TRUE;4;"Dados referentes à  Resolução GECOPA nº 25.";"Dados referentes à  Resolução GECOPA nº 25.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";2;240;28100000.00;;;31/03/2013;100;"PORTO DO RECIFE S.A.";;16;;;4;;
48;"Construção de Terminal Marítimo de Passageiros, estacionamento e urbanização de área portuária";11;10;;TRUE;TRUE;;2;TRUE;4;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";1;108;40700000.00;;;15/09/2014;90;"COORDENAÇÃO DE INFRAESTRUTURA/CODEBA";;5;;;4;;
49;"Alinhamento do cais do Outeirinhos no Porto de Santos- 1° fase - 511 m - Trecho Copa";12;10;;TRUE;TRUE;"O empreendimento foi concluído no final do mês de abril de 2014.";2;TRUE;4;"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte - ref. Abr/12.";"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013.";1;108;154000000.00;;;04/08/2014;100;"SEP/PR";;26;;;4;;
50;"Reforma do Estádio Mário Filho (Maracanã)";10;6;;TRUE;TRUE;"O Estádio Maracanã, no Rio de Janeiro, será reformado para se adequar à recomendação do Caderno de Encargos da FIFA (Federação Internacional de Futebol) com vistas à Copa do Mundo de 2014. Segundo o Governo do Estado do Rio de Janeiro, executor das obras, o estádio receberá modificações em seus acessos, aumento no número de sanitários e de lanchonetes. Ainda segundo o governo estadual, o Maracanã vai receber uma nova cobertura e a sua fachada, tombada pelo Iphan (Instituto do Patrimônio Histórico e Artístico Nacional), será mantida. Para atender às exigências da Fifa de criar pelo menos 14 mil vagas de estacionamento, o projeto vai utilizar locais em um raio de 1,5 quilômetro em volta do estádio. Serão mil vagas no próprio Maracanã, e as demais ficarão localizadas na Quinta da Boa Vista, Uerj (Universidade do Estado do Rio de Janeiro), Colégio Militar e áreas do Exército.";2;TRUE;4;"O Projeto Básico foi elaborado pela Empresa de Obras Públicas do Estado do Rio de Janeiro (EMOP) e não houve custo para o Governo Estadual. O valor referente a estudos e consultoria, projeto executivo e certificação ambiental estão incluídos no valor da obra. O novo valor da obra refere-se ao constante no 10º Termo Aditivo - assinado em 3/Mai/13. A obra do intramuros (Esplanada) não está incluída no valor da obra do Estádio. O valor do contrato de gerenciamento não está incluso no valor da obra. Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";2;115;1050000000.00;;;31/10/2013;100;"5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";;19;;;1;;
51;"BRT: Antônio Carlos / Pedro I";1;8;;FALSE;TRUE;"Execução Física: 70% Fonte: Prefeitura de Belo Horizonte.";2;TRUE;4;"Fonte: Prefeitura de Belo Horizonte.";"Fonte: Prefeitura de Belo Horizonte. Investimento: R$ 713,40 milhões • Gov. Municipal: R$ 103,62 mi (14,5%) • Gov. Estadual: R$ 227,48 mi (31,9%) • Gov. Federal (financ. CAIXA): R$ 382,3 mi (53,6%)";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Nov/2013";1;129;713400000.00;;;15/05/2014;92;"Prefeitura Municipal de Belo Horizonte";;11;;;7;;
138;"Corredor Pedro II e Obras Complementares nos BRT's Antônio Carlos/Pedro I e Cristiano Machado";1;8;;FALSE;TRUE;"Execução Física: 30,75% Fonte: Prefeitura de Belo Horizonte.";2;TRUE;4;"Fonte: Prefeitura de Belo Horizonte. O valor original do financiamento R$ 145,5 milhões atenderá  intervenções viárias do  Corredor Pedro II e complementações nos empreendimentos BRT Antonio Carlos e BRT Cristiano Machado.";"Fonte: Prefeitura de Belo Horizonte. Investimento R$ 168,5 milhões •Gov. Municipal: R$ 22,5 mi (13,4%) •Gov. Federal (financ. CAIXA): R$ 146,0 mi (86,6%)";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Nov/2013";;129;168500000.00;;;15/05/2014;93;"Prefeitura Municipal de Belo Horizonte";;11;;;7;;
139;"BRT: Área Central";1;8;;FALSE;TRUE;"Percentual de Execução:78,54% Fonte: Prefeitura de Belo Horizonte.";2;TRUE;4;"Fonte: Prefeitura de Belo Horizonte.";"Fonte: Prefeitura de Belo Horizonte. • Gov. Municipal: R$ 15.5 mi (22%) • Gov. Federal (financ. CAIXA): R$ 55,0 mi (78%)";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Nov/2013";1;129;70500000.00;;;15/05/2014;99;"Prefeitura Municipal de Belo Horizonte";;11;;;7;;
140;"Expansão da Central de Controle de Trânsito";1;8;;FALSE;TRUE;"Percentual de Execução: 42,1% Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Dez/2012.";2;TRUE;4;"Fonte: Resolução GECOPA nº 25, de 5 de novembro de 2013";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Dez/2012.";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Dez/2012.";;129;31600000.00;;;21/12/2012;42;"Prefeitura Municipal de Belo Horizonte";;11;;;7;;
141;"Reconstrução do Estádio da Fonte Nova";11;6;;TRUE;TRUE;"O entorno do estádio é composto por área externa e edifício garagem.";3;TRUE;4;"Os valores referentes ao projeto executivo e certificação ambiental estão incluídos no valor da obra do estádio. Os valores referentes à auditoria estão inclusos no valor do gerenciamento da obra. Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";1;114;689400000.00;;;15/05/2013;100;"Governo do Estado da Bahia";;5;;;1;;
142;"Via 210 (Ligação Via Minério / Tereza Cristina)";1;8;;FALSE;TRUE;"Percentual de Execução: 87,2% Fonte: Prefeitura de Belo Horizonte.";3;TRUE;4;"Fonte: Prefeitura de Belo Horizonte.";"Fonte: Prefeitura de Belo Horizonte. Investimento: R$ 130,3 milhões • Gov. Municipal: R$ 8,14 mi (6,2%) • Gov. Estadual: R$ 63,46 mi (48,7%) • Gov. Federal (financ. CAIXA): R$ 58,7 mi* (45%)";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Nov/2013";;129;130300000.00;;;15/05/2014;100;"PBH";;11;;;7;;
144;"BRT: Cristiano Machado";1;8;;FALSE;TRUE;"Percentual de Execução: 82,0% Fonte: Prefeitura de Belo Horizonte.";2;TRUE;4;"Fonte: Prefeitura de Belo Horizonte.";"Fonte: Prefeitura de Belo Horizonte. Investimento: R$ 57,4 milhões •Gov. Municipal: R$ 7,4 mi (12,9%) •Gov. Federal (financ. CAIXA): R$ 50,0 mi (87,1%)";"Fonte: Balanço da Copa publicado pelo Ministério do Esporte em Nov/2013";;129;57400000.00;;;15/05/2014;94;"PBH";;11;;;7;;
145;"Complexo Esportivo Curitiba 2014 (Reforma e Ampliação do Estádio)";4;6;;TRUE;TRUE;"O Estádio Joaquim Américo Guimarães, em Curitiba (PR), é um dos três estádios particulares que serão utilizados na Copa do Mundo de 2014. De propriedade do Clube Atlético Paranaense, o estádio será reformado para atender às exigências da Fifa (Federação Internacional de Futebol). Segundo o Clube, a obra permitirá a conclusão do setor de arquibancadas paralelo ao gramado, a remodelação da cobertura do estádio e a ampliação da capacidade para 41.375 pessoas. O Complexo Esportivo, projetado para ser um espaço de multi-eventos, conta com business center, serviço wireless, praça de alimentação, centro comercial e estacionamento para 1.908 veículos dentro da arena. A Arena da Baixada já possui 45% da arena construída sendo objeto de reforma (98% concluída). A maior parte da obra de ampliação se dará nos 55% restantes da arena (70,4% concluída).";2;TRUE;4;"O valor do Regime Especial de Tributação - RECOPA estimado é de R$ 50,3 mi e está incluído no valor da obra. O entorno não está incluído no valor da obra do estádio. Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";"Fonte: 5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";2;105;326700000.00;;;30/09/2013;83;"5º Balanço da Copa publicado pelo Ministério do Esporte - ref. Out/13";;18;;;1;;
